Marca;Modelo;Combustible;Transmisión;Estado;Año matricula;Kilometraje;Potencia;Precio
Ford;EcoSport;Gasolina;Manual;Usado;04/2016;43275;125.0;11900.0
Mitsubishi;ASX;Gasolina;Manual;Usado;02/2016;81867;117.0;11930.0
Nissan;X-Trail;Diesel;Manual;Usado;02/2016;87024;131.0;11940.0
Suzuki;Jimny;Gasolina;Automática;Usado;12/2011;57064;86.0;11950.0
Jeep;Renegade;Gasolina;Manual;Usado;11/2014;86033;140.0;11950.0
Opel;Crossland X;Gasolina;Manual;Usado;10/2018;43900;83.0;11977.0
Ford;EcoSport;Diesel;Manual;Usado;12/2016;38717;95.0;11980.0
Renault;Kadjar;Gasolina;Manual;Usado;10/2015;52220;131.0;11990.0
Mazda;CX-7;Gasolina;Manual;Usado;02/2011;99560;260.0;11990.0
Subaru;XV;Gasolina;Manual;Usado;12/2012;85000;150.0;11990.0
Hyundai;iX35;Gasolina;Manual;Usado;05/2014;65850;135.0;11990.0
Renault;Captur;Diesel;Manual;Usado;11/2015;69299;110.0;11990.0
Skoda;Yeti;Diesel;Automática;Usado;10/2011;80994;140.0;11990.0
Renault;Captur;Diesel;Manual;Usado;06/2018;60813;90.0;11990.0
Ford;EcoSport;Gasolina;Manual;Usado;06/2017;25066;125.0;11990.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;08/2013;61307;122.0;11990.0
Hyundai;iX35;Gasolina;Manual;Usado;07/2014;99181;135.0;11990.0
Ford;EcoSport;Gasolina;Manual;Usado;05/2016;56000;125.0;11990.0
Opel;Insignia;Diesel;Manual;Usado;06/2015;74150;140.0;11345.0
Opel;Astra;Diesel;Manual;Usado;10/2018;46800;110.0;11380.0
SEAT;Leon;Gasolina;Manual;Usado;06/2017;51532;86.0;11440.0
Volkswagen;Golf Variant;Diesel;Manual;Usado;01/2017;71800;110.0;11450.0
Opel;Astra;Gasolina;Manual;Usado;02/2017;46479;105.0;11450.0
Skoda;Fabia;Diesel;Manual;Usado;04/2017;46880;90.0;11470.0
Opel;Astra;Diesel;Manual;Usado;01/2017;44042;110.0;11470.0
Skoda;Octavia;Gasolina;Manual;Usado;08/2014;61008;105.0;11470.0
Opel;Astra;Diesel;Manual;Usado;02/2018;81651;110.0;11480.0
Opel;Astra;Gasolina;Manual;Usado;08/2016;76749;125.0;11480.0
Renault;Megane;Gasolina;Manual;Usado;04/2015;64038;220.0;11490.0
Renault;Clio;Gasolina;Manual;Usado;04/2019;15730;90.0;11490.0
Renault;Clio;Gasolina;Manual;Usado;04/2019;9850;90.0;11490.0
Ford;Mondeo;Diesel;Manual;Usado;07/2015;99000;179.0;11499.0
Opel;Astra;Gasolina;Manual;Usado;11/2016;17377;105.0;11500.0
Ford;Tourneo Courier;Gasolina;Manual;Usado;10/2015;49500;101.0;11500.0
Volkswagen;Golf;Diesel;Manual;Usado;04/2016;94930;110.0;11555.0
Ford;Focus;Gasolina;Manual;Usado;06/2017;57726;125.0;11580.0
SEAT;Ibiza;Gasolina;Manual;Usado;08/2016;43034;75.0;7990.0
Volkswagen;Polo;Gasolina;Manual;Usado;04/2016;74442;60.0;7990.0
Mitsubishi;Space Star;Gasolina;Manual;Usado;02/2019;32100;71.0;7990.0
Alfa;Romeo Giulietta;Gasolina;Manual;Usado;06/2011;72500;120.0;7990.0
Peugeot;208;Gasolina;Manual;Usado;05/2014;58000;68.0;7990.0
Ford;Mondeo;Gasolina;Manual;Usado;04/2010;91531;145.0;7990.0
Opel;Astra;Gasolina;Manual;Usado;06/2013;60700;101.0;7990.0
Ford;Fiesta;Gasolina;Manual;Usado;04/2016;44929;60.0;7990.0
Opel;Corsa;Gasolina;Manual;Usado;05/2018;40900;69.0;7990.0
Toyota;Avensis;Gasolina;Manual;Usado;11/2011;80558;132.0;7999.0
Ford;Fiesta;Gasolina;Manual;Usado;04/2014;84348;80.0;8170.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;10/2014;95700;86.0;8250.0
Opel;Adam;Gasolina;Manual;Usado;04/2015;24423;87.0;8289.0
Volkswagen;Beetle;Gasolina;Manual;Usado;12/2012;59285;105.0;8330.0
Volkswagen;Golf Plus;Gasolina;Automática;Usado;07/2011;73900;105.0;8350.0
Opel;Astra;Gasolina;Manual;Usado;03/2012;73697;140.0;8365.0
Opel;Corsa;Gasolina;Manual;Usado;08/2014;54182;87.0;8365.0
SEAT;Ibiza;Gasolina;Manual;Usado;05/2015;63538;86.0;8379.0
Volkswagen;up!;Gasolina;Automática;Usado;06/2016;69500;75.0;8450.0
Volkswagen;Polo;Gasolina;Manual;Usado;11/2016;46500;60.0;8450.0
Citroen;Berlingo;Gasolina;Manual;Usado;04/2016;51057;98.0;11981.0
Opel;Zafira Tourer;Diesel;Automática;Usado;01/2013;98915;165.0;11990.0
Opel;Zafira Tourer;Gasolina;Manual;Usado;07/2015;90100;140.0;11990.0
Ford;B-Max;Gasolina;Manual;Usado;06/2017;52268;101.0;11990.0
Ford;C-Max;Gasolina;Manual;Usado;04/2015;63352;150.0;11990.0
Opel;Zafira Tourer;Diesel;Manual;Usado;04/2016;93950;136.0;12290.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;05/2015;56312;86.0;12326.0
Opel;Zafira;Diesel;Manual;Usado;12/2016;95203;170.0;12380.0
Dacia;Lodgy;Gasolina;Manual;Nuevo;09/2020;100;102.0;12417.0
BMW;216;Gasolina;Manual;Usado;04/2016;29849;102.0;12440.0
Opel;Meriva;Gasolina;Automática;Usado;01/2015;34280;140.0;12470.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;02/2016;63200;110.0;12478.0
Volkswagen;Golf Sportsvan;Diesel;Manual;Usado;05/2015;58023;110.0;12480.0
Ford;Tourneo Courier;Diesel;Manual;Usado;03/2017;57478;95.0;12480.0
Ford;Tourneo Courier;Diesel;Manual;Usado;03/2017;57478;95.0;12480.0
Citroen;C4 Picasso;Diesel;Manual;Usado;08/2015;67219;120.0;12490.0
Ford;C-Max;Diesel;Manual;Usado;06/2016;61921;120.0;12490.0
Renault;Kangoo;Diesel;Manual;Usado;06/2018;42671;90.0;12495.0
Renault;Kangoo;Gasolina;Manual;Usado;10/2016;26138;114.0;12495.0
Ford;C-Max;Diesel;Automática;Usado;02/2016;61400;120.0;12500.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;7490.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;7490.0
Ford;Fiesta;Gasolina;Manual;Usado;06/2015;70558;82.0;7496.0
Hyundai;i10;Gasolina;Manual;Usado;10/2014;78952;87.0;7500.0
Skoda;Citigo;Gasolina;Manual;Usado;02/2017;75600;75.0;7550.0
Ford;Fiesta;Gasolina;Manual;Usado;02/2016;32500;60.0;7555.0
smart;forFour;Gasolina;Manual;Usado;07/2018;43640;71.0;7590.0
Opel;Karl;Gasolina;Manual;Usado;10/2015;38000;75.0;7660.0
Ford;Fiesta;Gasolina;Manual;Usado;05/2017;59156;65.0;7770.0
Opel;Corsa;Gasolina;Manual;Usado;10/2016;70072;90.0;7770.0
Opel;Corsa;Gasolina;Manual;Usado;07/2015;83600;90.0;7800.0
Fiat;New Panda;Gasolina;Manual;Usado;04/2013;47850;69.0;7800.0
Peugeot;108;Gasolina;Manual;Usado;04/2016;64308;82.0;7850.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;7879.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;7879.0
Volkswagen;Polo;Gasolina;Manual;Usado;07/2015;94371;75.0;7880.0
Ford;Fiesta;Gasolina;Manual;Usado;07/2012;30650;82.0;7880.0
smart;forFour;Gasolina;Manual;Usado;03/2018;57604;71.0;7880.0
smart;forFour;Gasolina;Manual;Usado;03/2018;43138;71.0;7880.0
Fiat;Panda;Gasolina;Manual;Usado;04/2017;34750;69.0;7898.0
Fiat;Bravo;Gasolina;Manual;Usado;06/2013;62550;90.0;6900.0
Mitsubishi;Space Star;Gasolina;Manual;Usado;05/2017;41264;71.0;6900.0
Volkswagen;up!;Gasolina;Manual;Usado;03/2016;22275;60.0;6930.0
Opel;Adam;Gasolina;Manual;Usado;05/2013;65950;69.0;6945.0
Dacia;Sandero;Gasolina;Manual;Usado;08/2012;66400;84.0;6945.0
Nissan;Note;Gasolina;Manual;Usado;09/2014;70050;80.0;6945.0
Opel;Meriva;Gasolina;Manual;Usado;11/2011;86435;120.0;6950.0
SEAT;Ibiza;Gasolina;Manual;Usado;09/2016;87345;75.0;6950.0
Nissan;Micra;Gasolina;Manual;Usado;12/2015;89174;80.0;6950.0
Volkswagen;Golf Plus;Gasolina;Manual;Usado;11/2010;90000;105.0;6950.0
Volkswagen;up!;Gasolina;Manual;Usado;12/2015;35200;75.0;6950.0
Opel;Corsa;Gasolina;Manual;Usado;03/2014;79830;87.0;6970.0
Peugeot;208;Gasolina;Manual;Usado;10/2012;94965;120.0;6970.0
Nissan;Note;Gasolina;Manual;Usado;07/2014;94100;98.0;6970.0
Volkswagen;up!;Gasolina;Manual;Usado;08/2015;42386;75.0;6975.0
Dacia;Duster;Gasolina;Manual;Usado;08/2011;94209;105.0;6980.0
Ford;Focus;Gasolina;Manual;Usado;08/2014;52055;86.0;6980.0
Fiat;Grande Punto;Gasolina;Manual;Usado;09/2013;29210;69.0;6980.0
Renault;Twingo;Gasolina;Manual;Usado;07/2017;19896;69.0;6980.0
Opel;Astra;Gasolina;Manual;Usado;04/2012;96100;120.0;6980.0
BMW;420;Diesel;Automática;Usado;06/2019;12581;190.0;30950.0
Volkswagen;Arteon;Diesel;Automática;Usado;03/2017;43294;239.0;30998.0
Volkswagen;Arteon;Gasolina;Automática;Usado;11/2017;57456;280.0;31444.0
Mercedes-Benz;E 350;Diesel;Automática;Usado;04/2017;24390;258.0;31490.0
Kia;ProCeed / pro_cee'd;Gasolina;Automática;Nuevo;09/2020;100;204.0;31671.0
Kia;ProCeed / pro_cee'd;Gasolina;Automática;Nuevo;09/2020;100;204.0;31671.0
Kia;ProCeed / pro_cee'd;Diesel;Automática;Nuevo;09/2020;10;136.0;31790.0
Mercedes-Benz;CLA 45 AMG;Gasolina;Automática;Usado;07/2015;72500;360.0;31890.0
Ford;Mustang;Gasolina;Automática;Usado;09/2015;38405;421.0;31890.0
Volkswagen;Arteon;Diesel;Automática;Usado;08/2019;18600;190.0;31900.0
Audi;TT;Gasolina;Automática;Usado;03/2018;18000;230.0;31980.0
Volkswagen;Arteon;Gasolina;Automática;Usado;06/2019;21994;150.0;32158.0
Audi;A5;Gasolina;Manual;Usado;07/2017;53489;252.0;32440.0
Mercedes-Benz;C 180;Gasolina;Automática;Nuevo;09/2020;100;156.0;32549.0
Kia;ProCeed / pro_cee'd;Diesel;Automática;Nuevo;09/2020;10;136.0;32590.0
Audi;A5;Gasolina;Automática;Nuevo;09/2020;100;190.0;32728.0
BMW;420;Gasolina;Automática;Usado;02/2019;6510;184.0;32888.0
Mercedes-Benz;C 220;Diesel;Automática;Usado;09/2017;64800;170.0;32900.0
Volkswagen;Arteon;Gasolina;Automática;Usado;06/2019;23637;150.0;32935.0
Audi;TT;Gasolina;Automática;Usado;07/2019;6450;197.0;32948.0
Mitsubishi;ASX;Gasolina;Manual;Usado;03/2016;82363;117.0;11990.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;03/2012;79500;160.0;11990.0
Hyundai;iX35;Gasolina;Manual;Usado;08/2012;75600;135.0;11990.0
Nissan;Qashqai;Gasolina;Manual;Usado;11/2015;25000;116.0;11999.0
Peugeot;2008;Gasolina;Manual;Usado;12/2018;39000;82.0;11999.0
Opel;Mokka X;Gasolina;Manual;Usado;04/2017;35574;116.0;12220.0
Kia;Stonic;Gasolina;Manual;Nuevo;09/2020;100;84.0;12370.0
Kia;Stonic;Gasolina;Manual;Nuevo;09/2020;100;84.0;12370.0
Suzuki;;Gasolina;Manual;Usado;05/2015;69000;120.0;12390.0
Hyundai;iX35;Gasolina;Manual;Usado;09/2013;52700;135.0;12390.0
Hyundai;iX35;Diesel;Manual;Usado;08/2015;68800;116.0;12390.0
Opel;Mokka;Gasolina;Manual;Usado;07/2016;34000;116.0;12390.0
Kia;Sportage;Gasolina;Manual;Usado;04/2014;91700;135.0;12400.0
Volkswagen;Tiguan;Diesel;Manual;Usado;12/2015;89086;110.0;12420.0
Opel;Mokka;Gasolina;Manual;Usado;06/2016;49800;140.0;12440.0
Nissan;Juke;Gasolina;Automática;Usado;10/2015;18935;117.0;12440.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;100;90.0;12443.0
Subaru;XV;Diesel;Manual;Usado;01/2015;72487;147.0;12444.0
Opel;Mokka X;Gasolina;Manual;Usado;03/2017;81312;116.0;12450.0
Opel;Mokka X;Gasolina;Manual;Usado;04/2017;40708;116.0;12450.0
Ford;Focus;Gasolina;Manual;Usado;05/2017;61939;125.0;11580.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;03/2016;38200;90.0;11589.0
Renault;Clio;Diesel;Manual;Usado;02/2018;18735;90.0;11690.0
Ford;Focus;Gasolina;Manual;Usado;06/2017;49998;125.0;11770.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;60.0;11785.0
Fiat;Tipo;Gasolina;Manual;Usado;01/2018;13486;95.0;11790.0
Fiat;Tipo;Gasolina;Manual;Usado;02/2018;10597;95.0;11790.0
BMW;318;Diesel;Automática;Usado;11/2012;100000;143.0;11800.0
Skoda;Octavia;Diesel;Automática;Usado;07/2011;53000;140.0;11870.0
Skoda;;Gasolina;Manual;Usado;02/2018;50300;110.0;11879.0
Skoda;Fabia;Gasolina;Manual;Usado;07/2017;96700;110.0;11880.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;95.0;11880.0
Skoda;Fabia;Gasolina;Manual;Usado;01/2018;24243;110.0;11888.0
Renault;Clio;Gasolina;Manual;Usado;04/2019;18343;90.0;11890.0
Renault;Clio;Gasolina;Manual;Usado;08/2019;15468;90.0;11890.0
Opel;Astra;Diesel;Manual;Usado;03/2017;72000;110.0;11897.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;95.0;11931.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;95.0;11931.0
Ford;Focus;Gasolina;Manual;Usado;12/2016;19100;101.0;11950.0
Fiat;Tipo;Gasolina;Manual;Nuevo;09/2020;25;95.0;11970.0
Peugeot;208;Gasolina;Manual;Usado;06/2016;29987;68.0;8790.0
BMW;116;Gasolina;Manual;Usado;11/2011;57500;122.0;8799.0
Volkswagen;Golf;Gasolina;Manual;Usado;06/2013;98000;105.0;8800.0
SEAT;Ibiza;Gasolina;Manual;Usado;04/2015;16922;69.0;8830.0
Ford;Fiesta;Gasolina;Manual;Usado;12/2015;83700;101.0;8850.0
SEAT;Mii;Gasolina;Manual;Usado;07/2017;34004;75.0;8870.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2016;51000;60.0;8880.0
Ford;Fiesta;Gasolina;Manual;Usado;03/2016;26890;60.0;8888.0
smart;forFour;Gasolina;Automática;Usado;04/2016;52000;71.0;8888.0
Volkswagen;Polo;Gasolina;Manual;Usado;01/2015;30060;60.0;8890.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;06/2015;44200;99.0;8899.0
Volkswagen;Golf Plus;Gasolina;Automática;Usado;06/2012;86152;122.0;8930.0
Opel;Astra;Gasolina;Manual;Usado;03/2014;55690;120.0;8930.0
Dacia;Sandero;Gasolina;Manual;Usado;05/2016;15630;90.0;8945.0
Volkswagen;Polo;Gasolina;Manual;Usado;06/2015;71443;75.0;8945.0
Volkswagen;Beetle;Gasolina;Manual;Usado;09/2013;63190;105.0;8950.0
Suzuki;Baleno;Gasolina;Manual;Usado;08/2016;19800;90.0;8950.0
BMW;114;Gasolina;Manual;Usado;07/2013;70300;102.0;8970.0
Volkswagen;Polo;Diesel;Manual;Usado;05/2015;65354;90.0;8970.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;60.0;8975.0
Ford;C-Max;Gasolina;Manual;Usado;05/2018;100;101.0;13640.0
Opel;Meriva;Gasolina;Manual;Usado;06/2017;15890;140.0;13650.0
BMW;216;Diesel;Manual;Usado;12/2016;63491;116.0;13650.0
Volkswagen;Caddy;Diesel;Manual;Usado;05/2017;75170;75.0;13680.0
Opel;Zafira Tourer;Diesel;Manual;Usado;06/2016;63500;120.0;13690.0
Volkswagen;Touran;Diesel;Manual;Usado;05/2012;79999;105.0;13719.0
Renault;Scenic;Gasolina;Manual;Usado;09/2017;45000;116.0;13740.0
Renault;Kangoo;Gasolina;Manual;Usado;07/2017;13250;114.0;13745.0
MINI;One;Gasolina;Manual;Usado;08/2017;45116;102.0;13770.0
Peugeot;5008;Diesel;Manual;Usado;06/2016;35196;120.0;13799.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;07/2015;94600;125.0;13870.0
Volkswagen;Caddy;Diesel;Manual;Usado;02/2016;80615;102.0;13880.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;01/2016;35010;110.0;13880.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;08/2014;33200;125.0;13900.0
Mercedes-Benz;Citan;Diesel;Manual;Usado;11/2017;31500;110.0;13900.0
Volkswagen;Caddy;Gasolina;Manual;Usado;03/2016;84590;125.0;13940.0
Ford;C-Max;Gasolina;Manual;Usado;05/2017;13394;101.0;13950.0
Volkswagen;Touran;Diesel;Automática;Usado;08/2015;92315;140.0;13950.0
Renault;Scenic;Gasolina;Manual;Usado;11/2017;8799;116.0;13970.0
BMW;218;Gasolina;Manual;Usado;01/2016;69842;136.0;13980.0
Citroen;C1;Gasolina;Manual;Usado;01/2017;38000;82.0;7900.0
Opel;Karl;Gasolina;Manual;Usado;09/2016;52639;75.0;7900.0
Renault;Twingo;Gasolina;Manual;Usado;08/2018;16850;71.0;7940.0
Dacia;Sandero;Diesel;Manual;Usado;03/2015;60500;90.0;7941.0
Toyota;Yaris;Gasolina;Manual;Usado;10/2014;45814;69.0;7950.0
Opel;Corsa;Gasolina;Manual;Usado;12/2015;57664;101.0;7980.0
Volkswagen;Polo;Gasolina;Automática;Usado;12/2010;92770;105.0;7980.0
Opel;Corsa;Gasolina;Manual;Usado;03/2016;35466;90.0;7980.0
Hyundai;i10;Gasolina;Manual;Usado;10/2017;16600;67.0;7980.0
Skoda;Citigo;Gasolina;Manual;Usado;12/2017;48450;75.0;7980.0
Volkswagen;up!;Gasolina;Manual;Usado;02/2016;24060;60.0;7981.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;11;65.0;7985.0
Renault;Twingo;Gasolina;Manual;Nuevo;09/2020;11;65.0;7985.0
Citroen;C1;Gasolina;Manual;Nuevo;09/2020;100;72.0;7989.0
Volkswagen;up!;Gasolina;Manual;Usado;04/2017;14717;60.0;7989.0
SEAT;Mii;Gasolina;Manual;Usado;09/2016;52099;60.0;7990.0
Opel;Corsa;Gasolina;Manual;Usado;01/2015;72150;90.0;7990.0
Renault;Twingo;Gasolina;Manual;Usado;08/2017;14183;69.0;7990.0
Opel;Adam;Gasolina;Manual;Usado;03/2016;65732;87.0;7990.0
Skoda;Fabia;Gasolina;Manual;Usado;11/2014;96100;86.0;7990.0
Renault;Clio;Diesel;Manual;Usado;03/2013;85600;90.0;6980.0
Peugeot;308;Gasolina;Automática;Usado;04/2011;79000;156.0;6980.0
Opel;Adam;Gasolina;Manual;Usado;07/2013;83872;69.0;6980.0
Volkswagen;up!;Gasolina;Manual;Usado;03/2017;72856;60.0;6983.0
Volkswagen;Polo;Gasolina;Manual;Usado;01/2013;60000;60.0;6985.0
Hyundai;iX20;Gasolina;Manual;Usado;08/2013;73000;90.0;6990.0
Renault;Megane;Gasolina;Manual;Usado;07/2014;80257;110.0;6990.0
Dacia;Sandero;Gasolina;Manual;Usado;06/2019;17000;73.0;6990.0
Hyundai;i10;Gasolina;Manual;Usado;11/2015;50000;67.0;6990.0
Opel;Corsa;Gasolina;Manual;Usado;05/2017;44588;69.0;6990.0
Hyundai;i10;Gasolina;Manual;Usado;01/2015;54855;67.0;6990.0
Citroen;C4;Gasolina;Manual;Usado;03/2013;78790;120.0;6990.0
Renault;Twingo;Gasolina;Manual;Usado;07/2017;34011;69.0;6990.0
Skoda;Citigo;Gasolina;Manual;Usado;01/2017;42000;60.0;6990.0
Opel;Corsa;Diesel;Manual;Usado;03/2013;6700;75.0;6990.0
Toyota;Aygo;Gasolina;Manual;Usado;10/2014;34037;69.0;6990.0
SEAT;Ibiza;Gasolina;Manual;Usado;02/2013;65384;86.0;6990.0
Hyundai;i10;Gasolina;Manual;Usado;11/2013;86700;87.0;6990.0
Renault;Twingo;Gasolina;Manual;Usado;08/2017;33533;69.0;6990.0
Ford;Fiesta;Gasolina;Manual;Usado;02/2014;55300;60.0;6990.0
Audi;A5;Gasolina;Automática;Usado;06/2018;9366;190.0;32990.0
Audi;A5;Gasolina;Automática;Usado;06/2018;8767;190.0;32990.0
Volkswagen;Arteon;Gasolina;Automática;Usado;08/2019;15000;190.0;32990.0
Audi;A5;Gasolina;Automática;Usado;04/2018;33700;252.0;33000.0
Audi;TT;Gasolina;Automática;Usado;05/2017;40950;230.0;33370.0
Volkswagen;Arteon;Diesel;Automática;Usado;03/2019;15476;190.0;33797.0
BMW;230;Gasolina;Automática;Usado;11/2017;22500;252.0;33880.0
Audi;A5;Gasolina;Automática;Usado;04/2017;59550;252.0;34123.0
Audi;S3;Gasolina;Automática;Usado;05/2017;29800;310.0;34499.0
Audi;TT;Diesel;Automática;Usado;03/2018;42246;184.0;34687.0
Audi;TT;Gasolina;Manual;Usado;04/2019;22890;245.0;34770.0
Audi;A5;Gasolina;Automática;Usado;03/2018;25300;252.0;34800.0
Mercedes-Benz;E 220;Diesel;Automática;Usado;11/2018;54000;194.0;34900.0
Volkswagen;Arteon;Gasolina;Automática;Nuevo;09/2020;15;190.0;34990.0
Mercedes-Benz;CL 500;Gasolina;Automática;Usado;02/2010;35000;387.0;34990.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;5;275.0;34990.0
Audi;A5;Diesel;Automática;Usado;03/2019;8777;190.0;35775.0
Mercedes-Benz;C 400;Gasolina;Automática;Usado;09/2017;70600;333.0;35890.0
Hyundai;iX35;Diesel;Manual;Usado;02/2015;72876;136.0;12470.0
Opel;Mokka;Gasolina;Manual;Usado;05/2016;65571;140.0;12489.0
Opel;Mokka;Diesel;Manual;Usado;02/2015;72400;131.0;12490.0
Ford;Kuga;Gasolina;Manual;Usado;09/2016;54554;120.0;12490.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;04/2015;49999;122.0;12490.0
Ford;EcoSport;Gasolina;Manual;Usado;01/2016;38647;125.0;12490.0
Peugeot;4008;Diesel;Manual;Usado;09/2012;51350;114.0;12490.0
Kia;Sportage;Gasolina;Manual;Usado;08/2011;75152;135.0;12490.0
Jeep;Renegade;Gasolina;Manual;Usado;12/2014;65000;140.0;12490.0
Fiat;500X;Diesel;Manual;Usado;12/2015;60900;120.0;12500.0
Mitsubishi;ASX;Gasolina;Manual;Usado;05/2015;54700;117.0;12500.0
Opel;Mokka;Diesel;Automática;Usado;01/2016;85424;136.0;12590.0
Opel;Mokka;Diesel;Manual;Usado;10/2015;72346;136.0;12639.0
SsangYong;Tivoli;Diesel;Manual;Usado;08/2017;16125;116.0;12663.0
Renault;Captur;Gasolina;Manual;Usado;05/2019;14290;90.0;12690.0
Opel;Crossland X;Gasolina;Manual;Nuevo;09/2020;1;82.0;12730.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;01/2015;81200;122.0;12779.0
Nissan;Qashqai;Gasolina;Automática;Usado;03/2012;58000;141.0;12780.0
Hyundai;iX35;Gasolina;Manual;Usado;08/2015;57610;135.0;12790.0
Renault;Captur;Diesel;Automática;Usado;06/2017;40399;90.0;12790.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;95.0;11880.0
Skoda;Fabia;Gasolina;Manual;Usado;01/2018;24243;110.0;11888.0
Renault;Clio;Gasolina;Manual;Usado;04/2019;18343;90.0;11890.0
Renault;Clio;Gasolina;Manual;Usado;08/2019;15468;90.0;11890.0
Opel;Astra;Diesel;Manual;Usado;03/2017;72000;110.0;11897.0
Citroen;C4 Picasso;Gasolina;Manual;Usado;11/2015;80000;131.0;11900.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;95.0;11931.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;95.0;11931.0
Ford;Focus;Gasolina;Manual;Usado;12/2016;19100;101.0;11950.0
Fiat;Tipo;Gasolina;Manual;Nuevo;09/2020;25;95.0;11970.0
Fiat;Tipo;Gasolina;Manual;Nuevo;09/2020;25;95.0;11970.0
SEAT;Leon;Diesel;Manual;Usado;02/2016;82390;110.0;11970.0
Kia;Ceed SW / cee'd SW;Gasolina;Manual;Usado;09/2017;84014;135.0;11979.0
Opel;Astra;Gasolina;Manual;Usado;08/2017;31736;105.0;11980.0
Opel;Astra;Diesel;Automática;Usado;07/2016;90530;136.0;11980.0
Ford;Focus;Gasolina;Manual;Usado;03/2014;76016;150.0;11980.0
Citroen;C4 Cactus;Gasolina;Automática;Usado;07/2017;38439;82.0;11980.0
Skoda;Octavia;Diesel;Manual;Usado;09/2016;70398;150.0;11980.0
Opel;Astra;Gasolina;Automática;Usado;12/2012;59900;116.0;8743.0
Nissan;Pulsar;Gasolina;Manual;Usado;12/2014;50000;116.0;8790.0
BMW;116;Gasolina;Manual;Usado;11/2011;57500;122.0;8799.0
SEAT;Ibiza;Gasolina;Manual;Usado;04/2015;16922;69.0;8830.0
SEAT;Mii;Gasolina;Manual;Usado;07/2017;34004;75.0;8870.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2016;51000;60.0;8880.0
smart;forFour;Gasolina;Automática;Usado;04/2016;52000;71.0;8888.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;06/2015;44200;99.0;8899.0
Volkswagen;up!;Gasolina;Manual;Usado;07/2016;19750;60.0;8900.0
Volkswagen;Golf Plus;Gasolina;Automática;Usado;06/2012;86152;122.0;8930.0
Opel;Astra;Gasolina;Manual;Usado;03/2014;55690;120.0;8930.0
Volkswagen;Polo;Gasolina;Manual;Usado;06/2012;39865;86.0;8930.0
Volkswagen;Polo;Gasolina;Manual;Usado;06/2015;71443;75.0;8945.0
Volkswagen;Beetle;Gasolina;Manual;Usado;09/2013;63190;105.0;8950.0
Suzuki;Baleno;Gasolina;Manual;Usado;08/2016;19800;90.0;8950.0
BMW;114;Gasolina;Manual;Usado;07/2013;70300;102.0;8970.0
Volkswagen;Polo;Diesel;Manual;Usado;05/2015;65354;90.0;8970.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;60.0;8975.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;1;60.0;8975.0
SEAT;Ibiza;Gasolina;Manual;Usado;02/2014;22035;105.0;8980.0
Citroen;C4 SpaceTourer;Gasolina;Automática;Usado;05/2015;81680;165.0;13980.0
Ford;B-Max;Gasolina;Automática;Usado;06/2016;19024;105.0;13980.0
Opel;Zafira Tourer;Gasolina;Manual;Usado;06/2015;74616;140.0;13980.0
Volkswagen;Caddy;Diesel;Manual;Usado;03/2017;83700;102.0;13990.0
Renault;Trafic;Diesel;Manual;Usado;05/2016;40022;90.0;13990.0
BMW;;Gasolina;Manual;Usado;03/2016;79200;150.0;13990.0
Ford;Grand C-Max;Gasolina;Manual;Usado;05/2016;45900;125.0;13990.0
Opel;Zafira;Diesel;Manual;Usado;08/2016;74900;170.0;13990.0
